no,male,female,age,regular,daytime,others,enrolement  year,attendance,last month attendance,2 months ago attendance,3 months ago attendance,withdrawal,enrollement
1926,1,0,50,1,0,0,2,98,4,3,2,0,1
1927,0,1,43,1,0,0,2,2,0,0,0,0,1
1928,0,1,26,0,0,1,2,89,2,1,0,0,1
1929,0,1,65,1,0,0,2,418,23,13,9,0,1
1930,0,1,51,1,0,0,2,0,0,0,0,0,1
1931,1,0,33,1,0,0,2,51,3,4,2,0,1
1932,1,0,29,1,0,0,2,77,1,1,1,0,1
1933,0,1,26,1,0,0,2,1,0,0,0,0,1
1934,1,0,37,1,0,0,2,78,3,3,3,0,1
1935,0,1,40,0,0,1,2,2,0,0,0,0,1
1936,0,1,51,1,0,0,2,233,11,10,9,0,1
1937,1,0,58,1,0,0,2,141,1,0,0,0,1
1938,1,0,74,1,0,0,2,168,7,9,5,0,1
1939,1,0,68,1,0,0,2,273,13,7,10,0,1
1940,0,1,50,1,0,0,2,84,3,1,4,0,1
1941,1,0,69,1,0,0,2,391,16,18,14,0,1
1942,1,0,45,1,0,0,2,273,12,11,10,0,1
1943,1,0,29,1,0,0,2,52,0,2,1,0,1
1944,1,0,41,1,0,0,2,270,12,7,11,0,1
1945,0,1,75,1,0,0,2,120,7,14,8,0,1
1946,1,0,47,1,0,0,2,91,6,1,0,0,1
1947,0,1,62,1,0,0,2,534,23,21,20,0,1
1948,0,1,59,1,0,0,2,87,1,4,3,0,1
1949,0,1,68,1,0,0,2,311,13,12,12,0,1
1950,0,1,74,0,1,0,2,56,6,5,5,0,1
1951,1,0,67,1,0,0,2,118,5,4,4,0,1
1952,1,0,49,1,0,0,2,397,15,10,6,0,1
1953,1,0,63,1,0,0,2,151,8,6,9,0,1
1954,1,0,59,1,0,0,2,292,7,7,8,0,1
1955,1,0,48,1,0,0,2,473,26,24,21,0,1
1956,0,1,65,1,0,0,2,525,26,33,29,0,1
1957,1,0,80,0,1,0,2,99,4,5,5,0,1
1958,0,1,29,1,0,0,2,201,9,8,7,0,1
1959,0,1,42,1,0,0,2,12,0,0,0,0,1
1960,0,1,55,1,0,0,2,127,0,0,0,0,1
1961,0,1,69,0,1,0,2,434,17,19,13,0,1
1962,1,0,72,0,1,0,2,431,17,19,14,0,1
1963,0,1,67,1,0,0,2,216,8,9,8,0,1
1964,1,0,40,1,0,0,2,499,27,25,21,0,1
1965,0,1,36,1,0,0,2,278,22,15,20,0,1
1966,0,1,67,1,0,0,2,280,15,12,10,0,1
1967,1,0,24,1,0,0,2,153,0,0,0,0,1
1968,0,1,80,0,1,0,2,217,7,10,8,0,1
1969,0,1,44,1,0,0,2,389,16,18,18,0,1
1970,0,1,47,1,0,0,2,147,9,5,6,0,1
1971,0,1,61,1,0,0,2,66,5,3,6,0,1
1972,1,0,62,1,0,0,2,182,4,6,7,0,1
1973,0,1,51,1,0,0,2,243,12,7,9,0,1
1974,1,0,55,1,0,0,2,321,11,13,6,0,1
1975,0,1,38,1,0,0,2,8,1,0,0,0,1
1976,1,0,38,1,0,0,2,242,15,13,17,0,1
1977,0,1,33,1,0,0,2,206,7,8,8,0,1
1978,1,0,68,1,0,0,2,334,23,19,11,0,1
1979,0,1,54,1,0,0,2,273,13,12,11,0,1
1980,0,1,61,1,0,0,2,160,5,8,6,0,1
1981,1,0,69,1,0,0,2,293,14,13,12,0,1
1982,0,1,55,1,0,0,2,396,17,16,14,0,1
1983,0,1,34,1,0,0,2,171,18,11,8,0,1
1984,0,1,52,1,0,0,2,105,6,6,5,0,1
1985,0,1,40,0,1,0,2,79,7,4,1,0,1
1986,1,0,43,1,0,0,2,167,8,10,7,0,1
1987,1,0,30,1,0,0,2,1,0,0,0,0,1
1988,1,0,65,1,0,0,2,107,3,4,3,0,1
1989,0,1,66,1,0,0,2,178,11,11,10,0,1
1990,1,0,88,1,0,0,2,473,24,20,17,0,1
1991,1,0,52,1,0,0,2,3,0,0,1,0,1
1992,0,1,59,1,0,0,2,118,3,0,0,0,1
1993,0,1,49,1,0,0,2,502,24,23,20,0,1
1994,0,1,53,1,0,0,2,251,10,9,9,0,1
1995,1,0,61,0,0,1,2,473,19,21,20,0,1
1996,0,1,52,1,0,0,2,124,4,3,4,0,1
1997,0,1,35,1,0,0,2,130,6,10,9,0,1
1998,1,0,62,1,0,0,2,266,22,16,18,0,1
1999,0,1,45,1,0,0,2,302,14,15,12,0,1
2000,1,0,39,1,0,0,2,59,1,0,1,0,1
2001,0,1,27,1,0,0,2,4,0,0,0,0,1
2002,1,0,65,1,0,0,2,1,0,0,0,0,1
2003,0,1,66,0,1,0,2,134,1,2,0,0,1
2004,1,0,42,1,0,0,2,192,13,6,11,0,1
2005,0,1,47,1,0,0,2,167,7,6,7,0,1
2006,1,0,68,1,0,0,2,145,7,7,6,0,1
2007,1,0,55,1,0,0,2,391,22,21,19,0,1
2008,1,0,55,1,0,0,1,2,0,0,0,0,1
2009,1,0,27,1,0,0,1,247,11,17,17,0,1
2010,0,1,48,1,0,0,1,9,0,0,0,0,1
2011,0,1,53,1,0,0,1,49,0,0,0,0,1
2012,0,1,41,1,0,0,1,130,7,10,7,0,1
2013,0,1,30,1,0,0,1,28,1,0,0,0,1
2014,0,1,25,1,0,0,1,76,3,7,2,0,1
2015,0,1,23,1,0,0,1,5,0,0,0,0,1
2016,1,0,37,1,0,0,1,137,4,6,8,0,1
2017,1,0,32,1,0,0,1,8,1,0,0,0,1
2018,1,0,25,1,0,0,1,110,3,3,2,0,1
2019,1,0,29,1,0,0,1,93,4,4,2,0,1
2020,0,1,31,1,0,0,1,166,6,0,6,0,1
2021,0,1,25,1,0,0,1,4,0,1,0,0,1
2022,1,0,24,1,0,0,1,77,5,2,2,0,1
2023,1,0,50,1,0,0,1,296,9,10,5,0,1
2024,1,0,38,1,0,0,1,91,5,4,3,0,1
2025,1,0,62,1,0,0,1,104,3,1,0,0,1
2026,0,1,52,1,0,0,1,8,0,0,0,0,1
2027,0,1,50,1,0,0,2,381,10,14,13,0,1
2028,1,0,29,1,0,0,1,74,2,3,0,0,1
2029,0,1,43,0,1,0,2,65,3,1,1,0,1
2030,1,0,58,1,0,0,1,201,5,9,5,0,1
2031,0,1,27,1,0,0,1,151,9,7,5,0,1
2032,1,0,27,1,0,0,1,58,0,0,0,0,1
2033,1,0,56,1,0,0,1,61,6,5,6,0,1
2034,1,0,46,1,0,0,1,162,4,8,2,0,1
2035,0,1,59,1,0,0,1,1,0,0,0,0,1
2036,0,1,43,1,0,0,1,43,1,1,2,0,1
2037,0,1,48,1,0,0,1,8,0,0,0,0,1
2038,0,1,48,1,0,0,1,385,13,24,23,0,1
2039,1,0,27,1,0,0,1,207,8,1,3,0,1
2040,1,0,37,1,0,0,1,231,14,18,9,0,1
2041,0,1,33,1,0,0,1,19,2,0,0,0,1
2042,0,1,53,1,0,0,1,364,13,9,9,0,1
2043,1,0,18,1,0,0,1,49,3,4,1,0,1
2044,0,1,26,1,0,0,1,92,2,2,1,0,1
2045,1,0,30,1,0,0,1,138,9,5,5,0,1
2046,0,1,59,1,0,0,1,415,26,21,17,0,1
2047,1,0,70,1,0,0,2,9,0,0,0,0,1
2048,1,0,22,1,0,0,1,122,5,9,4,0,1
2049,0,1,32,1,0,0,2,9,0,0,0,0,1
2050,0,1,58,1,0,0,2,516,22,22,20,0,1
2051,0,1,24,1,0,0,2,8,0,0,0,0,1
2052,1,0,21,1,0,0,2,129,4,4,4,0,1
2053,1,0,27,1,0,0,2,138,3,3,3,0,1
2054,0,1,28,1,0,0,2,379,8,13,7,0,1
2055,1,0,34,1,0,0,1,108,4,4,3,0,1
2056,1,0,57,1,0,0,1,16,0,0,0,0,1
2057,0,1,62,1,0,0,1,64,6,1,3,0,1
2058,1,0,34,1,0,0,1,54,1,1,1,0,1
2059,1,0,61,1,0,0,1,3,1,0,0,0,1
2060,0,1,25,1,0,0,1,68,5,2,1,0,1
2061,1,0,53,1,0,0,1,244,8,12,11,0,1
2062,0,1,24,1,0,0,1,151,9,8,2,0,1
2063,1,0,29,1,0,0,1,542,27,26,23,0,1
2064,0,1,24,1,0,0,1,337,23,23,16,0,1
2065,0,1,28,1,0,0,1,82,1,0,0,0,1
2066,1,0,32,1,0,0,1,18,0,0,0,0,1
2067,0,1,51,1,0,0,2,390,21,18,22,0,1
2068,0,1,54,1,0,0,1,182,7,3,4,0,1
2069,0,1,52,1,0,0,2,4,0,0,0,0,1
2070,0,1,39,1,0,0,1,14,0,0,0,0,1
2071,1,0,50,1,0,0,2,4,0,0,0,0,1
2072,1,0,32,1,0,0,1,10,0,0,0,0,1
2073,0,1,28,1,0,0,1,126,5,5,1,0,1
2074,1,0,38,1,0,0,1,6,0,0,0,0,1
2075,1,0,40,1,0,0,1,157,7,8,7,0,1
2076,0,1,28,1,0,0,1,5,0,0,0,0,1
2077,0,1,81,1,0,0,1,483,23,24,21,0,1
2078,0,1,27,1,0,0,1,123,6,6,4,0,1
2079,0,1,27,1,0,0,1,123,5,7,1,0,1
2080,1,0,31,1,0,0,1,156,3,3,3,0,1
2081,0,1,59,1,0,0,1,125,2,4,2,0,1
2082,1,0,36,1,0,0,1,41,3,4,3,0,1
2083,1,0,38,1,0,0,1,7,0,0,0,0,1
2084,1,0,40,1,0,0,1,30,0,1,0,0,1
2085,1,0,49,1,0,0,2,467,21,20,23,0,1
2086,0,1,67,1,0,0,2,86,0,0,0,0,1
2087,0,1,28,0,0,1,2,110,6,4,5,0,1
2088,1,0,65,1,0,0,1,13,1,0,0,0,1
2089,0,1,83,1,0,0,2,164,8,0,0,0,1
2090,0,1,39,1,0,0,1,93,4,2,1,0,1
2091,0,1,18,1,0,0,1,66,1,3,1,0,1
2092,1,0,68,1,0,0,1,372,22,21,15,0,1
2093,0,1,71,0,1,0,2,264,9,10,10,0,1
2094,0,1,77,0,1,0,2,184,8,7,6,0,1
2095,0,1,59,1,0,0,1,239,13,12,9,0,1
2096,0,1,49,1,0,0,1,126,4,5,5,0,1
2097,0,1,51,1,0,0,1,112,2,2,0,0,1
2098,1,0,58,1,0,0,1,132,4,2,0,0,1
2099,1,0,74,1,0,0,1,242,7,11,11,0,1
2100,0,1,57,1,0,0,2,9,0,0,0,0,1
2101,0,1,36,1,0,0,2,72,5,1,2,0,1
2102,0,1,52,1,0,0,2,0,0,0,0,0,1
2103,1,0,53,1,0,0,2,0,0,0,0,0,1
2104,0,1,53,1,0,0,2,550,29,28,28,0,1
2105,1,0,62,1,0,0,2,91,2,3,2,0,1
2106,1,0,60,1,0,0,2,55,3,1,3,0,1
2107,0,1,31,1,0,0,2,219,10,6,0,0,1
2108,0,1,33,0,0,1,2,204,6,11,5,0,1
2109,1,0,69,1,0,0,2,221,21,13,9,0,1
2110,0,1,59,1,0,0,2,53,4,1,2,0,1
2111,0,1,66,1,0,0,2,125,7,8,4,0,1
2112,0,1,58,1,0,0,2,63,3,3,2,0,1
2113,0,1,60,1,0,0,2,0,0,0,0,0,1
2114,1,0,48,1,0,0,2,276,11,15,7,0,1
2115,1,0,30,1,0,0,2,420,22,15,16,0,1
2116,1,0,44,1,0,0,2,114,7,3,5,0,1
2117,0,1,48,1,0,0,2,417,25,25,21,0,1
2118,1,0,27,0,0,1,2,73,3,3,3,0,1
2119,0,1,29,1,0,0,2,0,0,0,0,0,1
2120,0,1,44,1,0,0,2,330,14,15,15,0,1
2121,1,0,51,1,0,0,2,113,0,0,0,0,1
2122,0,1,28,1,0,0,2,232,11,10,11,0,1
2123,1,0,59,1,0,0,2,231,10,11,6,0,1
2124,1,0,86,1,0,0,1,354,21,22,23,0,1
2125,1,0,76,1,0,0,2,330,7,11,12,0,1
2126,1,0,70,1,0,0,2,1091,45,38,38,0,1
2127,0,1,56,1,0,0,2,225,5,2,10,0,1
2128,1,0,36,1,0,0,2,433,14,17,17,0,1
2129,0,1,32,1,0,0,2,143,7,10,6,0,1
2130,0,1,53,1,0,0,2,40,0,0,0,0,1
2131,1,0,32,1,0,0,2,228,5,1,1,0,1
2132,1,0,51,1,0,0,2,309,14,13,15,0,1
2133,1,0,35,1,0,0,2,18,0,0,6,0,1
2134,1,0,35,1,0,0,2,5,0,0,0,0,1
2135,1,0,51,1,0,0,2,104,2,1,1,0,1
2136,1,0,70,1,0,0,2,128,3,0,0,0,1
2137,1,0,38,1,0,0,2,161,7,8,6,0,1
2138,0,1,18,1,0,0,2,11,0,0,0,0,1
2139,1,0,62,1,0,0,2,432,18,18,18,0,1
2140,0,1,55,1,0,0,2,194,6,5,6,0,1
2141,1,0,36,1,0,0,2,67,4,3,0,0,1
2142,0,1,60,1,0,0,2,52,2,2,2,0,1
2143,1,0,75,1,0,0,2,327,16,18,13,0,1
2144,0,1,24,1,0,0,2,12,0,0,0,0,1
2145,0,1,40,1,0,0,2,116,3,5,2,0,1
2146,1,0,58,1,0,0,2,353,15,11,11,0,1
2147,0,1,54,1,0,0,2,384,16,19,16,0,1
2148,0,1,56,1,0,0,2,379,17,14,10,0,1
2149,1,0,34,1,0,0,2,133,0,4,0,0,1
2150,1,0,44,1,0,0,2,60,0,0,0,0,1
2151,1,0,23,1,0,0,2,4,3,0,0,0,1
2152,0,1,34,0,0,1,2,11,0,0,0,0,1
2153,0,1,54,1,0,0,2,215,9,5,7,0,1
2154,0,1,54,1,0,0,2,100,4,3,4,0,1
2155,0,1,55,1,0,0,1,237,12,13,7,0,1
2156,1,0,48,1,0,0,1,169,11,10,5,0,1
2157,1,0,25,0,0,1,1,3,0,0,0,0,1
2158,1,0,55,0,0,1,1,9,0,0,0,0,1
2159,0,1,49,0,0,1,1,0,0,0,0,0,1
2160,0,0,0,1,0,0,1,13,0,0,0,0,1
2161,0,1,58,1,0,0,1,202,14,6,2,0,1
2162,1,0,54,1,0,0,2,199,6,6,3,0,1
2163,0,1,41,1,0,0,2,198,2,7,7,0,1
2164,0,1,71,0,1,0,2,288,7,8,6,0,1
2165,1,0,61,1,0,0,1,10,0,0,0,0,1
2166,1,0,62,1,0,0,1,139,5,7,7,0,1
2167,0,1,58,1,0,0,1,188,12,11,7,0,1
2168,1,0,35,1,0,0,1,44,2,0,2,0,1
2169,0,1,60,0,1,0,2,3,0,0,0,0,1
2170,1,0,50,1,0,0,1,220,8,7,9,0,1
2171,0,1,87,1,0,0,1,125,4,5,5,0,1
2172,1,0,44,1,0,0,1,15,0,0,0,0,1
2173,0,1,45,1,0,0,1,229,13,9,17,0,1
2174,1,0,48,1,0,0,1,94,3,3,2,0,1
2175,0,1,45,1,0,0,1,159,3,8,3,0,1
2176,0,1,52,1,0,0,1,174,6,8,10,0,1
2177,1,0,27,1,0,0,1,223,8,12,7,0,1
2178,0,1,55,1,0,0,1,115,3,4,0,0,1
2179,0,1,27,1,0,0,1,16,0,0,0,0,1
2180,1,0,49,1,0,0,1,98,5,4,3,0,1
2181,1,0,32,1,0,0,1,134,1,0,0,0,1
2182,0,1,52,1,0,0,2,191,12,8,4,0,1
2183,0,1,28,1,0,0,1,414,16,18,21,0,1
2184,1,0,49,1,0,0,1,81,7,7,9,0,1
2185,1,0,66,1,0,0,2,228,8,13,10,0,1
2186,0,1,58,1,0,0,2,260,2,5,3,0,1
2187,1,0,74,1,0,0,1,244,13,14,13,0,1
2188,1,0,27,1,0,0,1,109,2,3,2,0,1
2189,0,1,31,1,0,0,1,329,12,14,14,0,1
2190,0,1,54,1,0,0,2,280,11,10,10,0,1
2191,1,0,80,1,0,0,1,309,15,15,12,0,1
2192,1,0,51,1,0,0,1,128,5,2,1,0,1
2193,0,1,82,1,0,0,1,146,7,7,8,0,1
2194,0,1,47,1,0,0,1,111,6,6,4,0,1
2195,0,1,23,1,0,0,2,26,0,0,0,0,1
2196,1,0,83,1,0,0,1,86,5,6,7,0,1
2197,0,1,31,1,0,0,1,81,3,3,2,0,1
2198,0,1,54,1,0,0,1,220,14,6,7,0,1
2199,0,1,29,1,0,0,2,58,5,3,2,0,1
2200,1,0,70,1,0,0,1,450,22,19,16,0,1
2201,0,1,26,1,0,0,1,10,0,1,0,0,1
2202,0,1,45,1,0,0,1,100,3,2,3,0,1
2203,0,1,60,1,0,0,1,69,5,5,4,0,1
2204,1,0,45,1,0,0,1,7,0,0,0,0,1
2205,1,0,23,1,0,0,1,150,7,8,5,0,1
2206,1,0,42,1,0,0,1,74,0,7,0,0,1
2207,1,0,31,1,0,0,1,223,3,17,7,0,1
2208,1,0,28,1,0,0,1,89,8,11,5,0,1
2209,0,1,23,1,0,0,1,215,5,11,16,0,1
2210,1,0,22,1,0,0,1,158,7,10,5,0,1
2211,0,1,23,1,0,0,1,217,7,8,19,0,1
2212,0,1,68,1,0,0,1,490,21,23,22,0,1
2213,1,0,68,1,0,0,1,325,16,11,11,0,1
2214,1,0,35,1,0,0,2,146,0,4,5,0,1
2215,1,0,27,1,0,0,1,121,2,7,4,0,1
2216,1,0,27,1,0,0,2,55,1,1,2,0,1
2217,1,0,32,1,0,0,2,190,10,5,8,0,1
2218,1,0,52,1,0,0,2,126,3,1,2,0,1
2219,1,0,66,1,0,0,2,257,11,12,6,0,1
2220,1,0,43,1,0,0,2,419,16,20,19,0,1
2221,0,1,29,1,0,0,2,148,0,0,0,0,1
2222,0,1,69,1,0,0,1,133,5,7,2,0,1
2223,0,1,69,1,0,0,1,124,3,6,2,0,1
2224,1,0,78,1,0,0,1,455,21,21,18,0,1
2225,0,1,57,1,0,0,2,206,10,8,5,0,1
2226,1,0,36,1,0,0,2,307,22,16,14,0,1
2227,0,1,46,1,0,0,2,150,12,16,0,0,1
2228,1,0,51,1,0,0,2,40,0,1,0,0,1
2229,0,1,57,1,0,0,2,80,5,3,4,0,1
2230,0,1,42,1,0,0,2,95,3,3,2,0,1
2231,0,1,24,1,0,0,2,57,3,1,0,0,1
2232,0,1,57,1,0,0,2,65,5,2,1,0,1
2233,1,0,58,1,0,0,2,100,0,1,1,0,1
2234,1,0,40,1,0,0,2,106,5,6,2,0,1
2235,0,1,60,1,0,0,2,601,21,25,23,0,1
2236,1,0,43,1,0,0,2,389,15,17,18,0,1
2237,1,0,71,1,0,0,2,291,14,14,11,0,1
2238,0,1,63,1,0,0,2,329,16,15,12,0,1
2239,1,0,52,1,0,0,2,237,15,15,8,0,1
2240,0,1,49,1,0,0,2,9,1,2,0,0,1
2241,1,0,40,1,0,0,2,8,0,0,0,0,1
2242,1,0,70,1,0,0,2,115,0,0,0,0,1
2243,1,0,54,1,0,0,2,146,12,8,7,0,1
2244,0,1,52,1,0,0,2,4,0,0,0,0,1
2245,1,0,40,1,0,0,2,162,8,4,0,0,1
2246,0,1,52,1,0,0,2,7,0,0,0,0,1
2247,1,0,55,1,0,0,2,237,10,12,9,0,1
2248,1,0,30,1,0,0,2,68,3,2,0,0,1
2249,0,1,67,1,0,0,2,370,2,0,8,0,1
2250,1,0,18,1,0,0,2,8,0,0,0,0,1
2251,0,1,58,1,0,0,2,111,3,0,0,0,1
2252,0,1,44,0,1,0,2,3,0,0,0,0,1
2253,1,0,41,1,0,0,2,209,11,11,9,0,1
2254,1,0,52,1,0,0,2,157,3,4,3,0,1
2255,0,1,28,1,0,0,2,27,0,0,0,0,1
2256,1,0,56,1,0,0,2,523,27,24,21,0,1
2257,1,0,36,1,0,0,2,316,14,13,13,0,1
2258,1,0,51,1,0,0,2,519,18,21,23,0,1
2259,0,1,53,1,0,0,1,268,6,15,14,0,1
2260,0,1,50,1,0,0,1,49,2,4,1,0,1
2261,1,0,27,1,0,0,1,6,0,0,0,0,1
2262,0,1,29,1,0,0,1,19,0,0,0,0,1
2263,1,0,41,1,0,0,1,239,11,12,12,0,1
2264,0,1,65,1,0,0,1,188,13,13,13,0,1
2265,0,1,76,1,0,0,1,380,21,20,18,0,1
2266,1,0,44,1,0,0,1,121,3,5,3,0,1
2267,0,1,45,1,0,0,1,10,0,0,0,0,1
2268,1,0,43,1,0,0,1,237,14,14,7,0,1
2269,1,0,44,1,0,0,1,331,17,17,13,0,1
2270,1,0,26,1,0,0,1,290,14,14,8,0,1
2271,1,0,30,1,0,0,1,18,0,0,0,0,1
2272,1,0,46,1,0,0,1,156,7,14,9,0,1
2273,0,1,59,1,0,0,1,99,7,0,5,0,1
2274,1,0,51,1,0,0,1,173,12,11,10,0,1
2275,0,1,24,1,0,0,1,6,0,0,0,0,1
2276,0,1,32,1,0,0,1,406,25,26,24,0,1
2277,0,1,47,1,0,0,1,11,1,0,0,0,1
2278,1,0,31,1,0,0,1,138,5,7,4,0,1
2279,0,1,29,1,0,0,1,366,14,17,10,0,1
2280,1,0,25,1,0,0,2,130,2,4,2,0,1
2281,1,0,29,1,0,0,1,127,6,4,8,0,1
2282,1,0,24,1,0,0,1,106,4,3,2,0,1
2283,0,1,17,1,0,0,1,5,0,0,0,0,1
2284,0,1,46,1,0,0,1,6,0,0,0,0,1
2285,1,0,63,1,0,0,1,747,44,41,39,0,1
2286,0,1,41,1,0,0,2,1,0,0,0,0,1
2287,0,1,47,1,0,0,1,15,0,1,0,0,1
2288,1,0,26,1,0,0,1,48,1,3,1,0,1
2289,0,1,42,1,0,0,2,220,10,16,6,0,1
2290,1,0,34,1,0,0,1,48,7,1,1,0,1
2291,1,0,32,1,0,0,1,93,4,5,2,0,1
2292,0,1,43,1,0,0,1,51,1,3,0,0,1
2293,1,0,31,1,0,0,1,192,8,5,6,0,1
2294,1,0,16,1,0,0,0,17,1,3,1,0,1
2295,1,0,28,1,0,0,1,130,16,17,13,0,1
2296,0,1,40,1,0,0,1,44,0,0,0,0,1
2297,0,1,35,1,0,0,1,187,10,2,0,0,1
2298,0,1,57,1,0,0,1,234,9,5,3,0,1
2299,1,0,29,0,0,1,2,61,3,2,2,0,1
2300,0,1,58,1,0,0,1,61,6,4,0,0,1
2301,1,0,48,1,0,0,1,493,31,30,23,0,1
2302,0,1,34,1,0,0,2,29,0,0,0,0,1
2303,0,1,57,1,0,0,2,135,0,0,0,0,1
2304,0,1,48,1,0,0,1,102,9,4,6,0,1
2305,0,1,56,1,0,0,1,34,0,0,0,0,1
2306,1,0,72,1,0,0,1,256,14,14,14,0,1
2307,0,1,67,1,0,0,1,164,6,8,11,0,1
2308,0,1,54,1,0,0,2,67,3,2,0,0,1
2309,1,0,38,1,0,0,1,266,19,22,19,0,1
2310,0,1,28,1,0,0,1,5,0,0,0,0,1
2311,1,0,81,1,0,0,1,109,6,8,5,0,1
2312,1,0,28,1,0,0,1,18,0,0,0,0,1
2313,1,0,30,1,0,0,1,19,0,0,0,0,1
2314,0,1,35,1,0,0,1,210,9,12,10,0,1
2315,0,1,38,1,0,0,1,236,14,12,12,0,1
2316,1,0,69,1,0,0,2,321,16,16,12,0,1
2317,1,0,22,1,0,0,1,67,2,2,2,0,1
2318,1,0,25,1,0,0,1,396,22,24,20,0,1
2319,1,0,24,1,0,0,1,89,6,9,7,0,1
2320,1,0,34,1,0,0,1,34,3,5,2,0,1
2321,1,0,19,1,0,0,1,49,14,7,0,0,1
2322,1,0,41,1,0,0,1,72,4,3,1,0,1
2323,0,1,75,1,0,0,1,144,6,8,0,0,1
2324,0,1,71,1,0,0,1,284,12,20,16,0,1
2325,1,0,34,1,0,0,1,177,6,6,7,0,1
2326,1,0,51,1,0,0,2,106,5,7,1,0,1
2327,1,0,57,1,0,0,1,212,10,11,12,0,1
2328,0,1,52,1,0,0,1,10,0,0,0,0,1
2329,0,1,52,1,0,0,1,54,3,2,1,0,1
2330,1,0,58,1,0,0,1,384,27,25,14,0,1
2331,1,0,45,1,0,0,1,44,1,0,2,0,1
2332,0,1,26,1,0,0,0,1,0,0,0,0,1
2333,0,1,42,1,0,0,1,32,0,1,5,0,1
2334,0,1,26,1,0,0,1,11,0,0,0,0,1
2335,0,1,40,1,0,0,1,17,0,3,1,0,1
2336,0,1,36,1,0,0,1,10,0,0,0,0,1
2337,1,0,33,1,0,0,1,118,8,2,6,0,1
2338,0,1,37,1,0,0,1,177,7,8,6,0,1
2339,1,0,66,0,1,0,2,200,1,3,0,0,1
2340,0,1,83,1,0,0,1,141,6,2,1,0,1
2341,0,1,58,1,0,0,1,106,3,2,1,0,1
2342,0,1,34,1,0,0,1,7,0,0,0,0,1
2343,1,0,25,1,0,0,1,85,6,2,6,0,1
2344,1,0,34,1,0,0,1,32,2,0,0,0,1
2345,0,1,47,1,0,0,2,155,11,9,4,0,1
2346,0,1,33,1,0,0,1,6,0,0,0,0,1
2347,1,0,37,1,0,0,1,14,1,1,0,0,1
2348,1,0,33,1,0,0,1,11,1,0,0,0,1
2349,0,1,32,1,0,0,1,72,3,3,3,0,1
2350,0,1,55,1,0,0,1,84,6,2,6,0,1
2351,0,1,57,1,0,0,2,157,2,4,1,0,1
2352,1,0,56,1,0,0,1,30,0,1,0,0,1
2353,1,0,29,1,0,0,1,53,0,0,1,0,1
2354,1,0,26,1,0,0,1,44,4,0,0,0,1
2355,1,0,31,1,0,0,1,12,0,1,0,0,1
2356,1,0,30,1,0,0,1,165,4,4,5,0,1
2357,0,1,41,1,0,0,2,21,0,0,0,0,1
2358,1,0,52,1,0,0,2,170,4,3,0,0,1
2359,1,0,33,1,0,0,2,311,22,18,17,0,1
2360,0,1,54,1,0,0,1,280,18,16,15,0,1
2361,1,0,44,1,0,0,1,52,1,1,0,0,1
2362,0,1,36,1,0,0,1,437,22,21,24,0,1
2363,0,1,53,1,0,0,1,14,1,2,0,0,1
2364,1,0,51,1,0,0,2,440,19,14,21,0,1
2365,1,0,39,1,0,0,1,189,8,5,8,0,1
2366,1,0,54,1,0,0,1,51,2,1,1,0,1
2367,1,0,44,1,0,0,1,17,0,0,0,0,1
2368,0,1,44,1,0,0,1,20,0,0,0,0,1
2369,0,1,19,1,0,0,1,10,0,0,0,0,1
2370,0,1,65,1,0,0,1,114,4,5,3,0,1
2371,0,1,53,1,0,0,1,22,0,0,0,0,1
2372,0,1,33,1,0,0,1,47,0,2,0,0,1
2373,1,0,22,1,0,0,1,31,0,0,0,0,1
2374,1,0,34,1,0,0,1,99,6,6,4,0,1
2375,0,1,25,1,0,0,1,30,0,1,2,0,1
2376,0,1,21,1,0,0,1,10,0,0,0,0,1
2377,0,1,55,1,0,0,1,13,0,0,0,0,1
2378,1,0,60,1,0,0,2,374,16,13,13,0,1
2379,1,0,25,1,0,0,1,96,2,0,4,0,1
2380,1,0,70,1,0,0,1,25,2,0,1,0,1
2381,1,0,44,1,0,0,1,66,8,15,5,0,1
2382,1,0,58,1,0,0,1,122,3,0,10,0,1
2383,1,0,75,1,0,0,1,283,20,20,14,0,1
2384,1,0,48,1,0,0,1,164,7,7,11,0,1
2385,1,0,41,1,0,0,1,40,0,1,1,0,1
2386,0,1,44,1,0,0,1,161,11,6,7,0,1
2387,1,0,44,1,0,0,1,275,17,19,13,0,1
2388,0,1,25,1,0,0,1,10,0,0,0,0,1
2389,0,1,26,1,0,0,2,28,1,2,0,0,1
2390,1,0,63,1,0,0,1,84,0,0,0,0,1
2391,0,1,56,1,0,0,1,235,13,14,11,0,1
2392,0,1,40,1,0,0,1,206,6,12,12,0,1
2393,1,0,45,1,0,0,1,47,2,1,1,0,1
2394,1,0,43,1,0,0,1,37,5,4,0,0,1
2395,0,1,49,1,0,0,1,177,9,14,8,0,1
2396,0,1,47,1,0,0,1,236,15,6,7,0,1
2397,1,0,46,1,0,0,1,172,13,4,6,0,1
2398,1,0,25,1,0,0,1,231,14,13,15,0,1
2399,0,1,25,1,0,0,1,28,0,1,1,0,1
2400,1,0,33,1,0,0,1,17,0,2,1,0,1
2401,1,0,76,1,0,0,1,104,3,4,2,0,1
2402,1,0,28,1,0,0,1,339,20,21,17,0,1
2403,1,0,67,1,0,0,1,247,18,14,16,0,1
2404,1,0,24,1,0,0,1,96,11,8,9,0,1
2405,0,1,35,1,0,0,1,95,4,3,0,0,1
